task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O0__16__oracle,synthetic__process__q_low__3,O0,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0264886992017046, 0.004894262166105916], ""gap_nrmse_training_sd"": [0.0, 0.3095217105937869, 0.1472722253770662], ""nfev"": 18566, ""method"": ""DOP853""}","[0.019204223057594078, 0.0008391233757911835, 0.006568555083225656, 0.0005950325177846076, 0.0004213519877746602, 0.0010667006429828966]","[0.48010557643985197, 0.3356493503164734, 4.379036722150437, 0.5950325177846076, 0.42135198777466015, 1.0667006429828967]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O0__16,synthetic__process__q_low__3,O0,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0264886992017046, 0.004894262166105916], ""gap_nrmse_training_sd"": [0.0, 0.3095217105937869, 0.1472722253770662], ""nfev"": 18566, ""method"": ""DOP853""}","[0.019204223057594078, 0.0008391233757911835, 0.006568555083225656, 0.0005950325177846076, 0.0004213519877746602, 0.0010667006429828966]","[0.48010557643985197, 0.3356493503164734, 4.379036722150437, 0.5950325177846076, 0.42135198777466015, 1.0667006429828967]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O0__20__oracle,synthetic__process__q_low__3,O0,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.003441874038838254, 0.0017937478506418261], ""gap_nrmse_training_sd"": [0.0, 0.04021846191982904, 0.05397529367323112], ""nfev"": 20006, ""method"": ""DOP853""}","[0.0177487026138768, 5.7699062869298496e-05, 0.00017792560000821724, 0.00014561261779291908, 0.00013065624416409583, 0.00010760787179582714]","[0.44371756534692003, 0.0230796251477194, 0.11861706667214482, 0.14561261779291906, 0.13065624416409582, 0.10760787179582713]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O0__20,synthetic__process__q_low__3,O0,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.003441874038838254, 0.0017937478506418261], ""gap_nrmse_training_sd"": [0.0, 0.04021846191982904, 0.05397529367323112], ""nfev"": 20006, ""method"": ""DOP853""}","[0.0177487026138768, 5.7699062869298496e-05, 0.00017792560000821724, 0.00014561261779291908, 0.00013065624416409583, 0.00010760787179582714]","[0.44371756534692003, 0.0230796251477194, 0.11861706667214482, 0.14561261779291906, 0.13065624416409582, 0.10760787179582713]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__0__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004602693650879943, 0.0014789246786056716], ""gap_nrmse_training_sd"": [0.0, 0.053782694322258164, 0.044502015051762996], ""nfev"": 18494, ""method"": ""DOP853""}","[0.01550293910988013, 8.718032016319563e-05, 4.1845957215006033e-05, 7.422822582811785e-05, 0.00010396818999732769, 5.599975879233383e-05]","[0.38757347774700324, 0.03487212806527825, 0.02789730481000402, 0.07422822582811785, 0.10396818999732768, 0.05599975879233383]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__0,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005325378950766558, 0.0016162018971207265], ""gap_nrmse_training_sd"": [0.0, 0.062227306439243284, 0.04863279529567697], ""nfev"": 18254, ""method"": ""DOP853""}","[0.01560948155542485, 0.0003089076911396682, 0.00014768208588496068, 0.00023708237964525992, 0.00035513579571947617, 0.00019090175922701252]","[0.3902370388856212, 0.06178153822793364, 0.04922736196165356, 0.11854118982262996, 0.1775678978597381, 0.09545087961350626]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__4__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0037763037511484186, 0.0013955070672046674], ""gap_nrmse_training_sd"": [0.0, 0.04412628902146977, 0.04199191304869851], ""nfev"": 18662, ""method"": ""DOP853""}","[0.015577849752811585, 7.827708379781058e-05, 3.956104634272774e-05, 7.545164655674924e-05, 0.00010013431619192427, 5.823581943367859e-05]","[0.38944624382028964, 0.03131083351912423, 0.026374030895151827, 0.07545164655674924, 0.10013431619192427, 0.058235819433678594]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__4,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0037634841000986374, 0.0018086356367063856], ""gap_nrmse_training_sd"": [0.0, 0.04397649078895073, 0.05442327894869294], ""nfev"": 19154, ""method"": ""DOP853""}","[0.015390911771807538, 0.0002805416905813371, 0.0001407759862062931, 0.00023205010463802833, 0.0003401578412718217, 0.00018587227411684883]","[0.38477279429518846, 0.05610833811626742, 0.04692532873543104, 0.11602505231901417, 0.17007892063591085, 0.09293613705842442]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__8__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005776937738377305, 0.0017467684282695978], ""gap_nrmse_training_sd"": [0.0, 0.06750379235916874, 0.052561645641133144], ""nfev"": 18710, ""method"": ""DOP853""}","[0.01857763185655801, 8.312566203291223e-05, 4.650880073781573e-05, 6.695553787553372e-05, 0.00010675974682933729, 5.163858033674003e-05]","[0.4644407964139502, 0.03325026481316489, 0.03100586715854382, 0.06695553787553371, 0.10675974682933728, 0.05163858033674003]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__8,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006739357260744579, 0.0017887960738340906], ""gap_nrmse_training_sd"": [0.0, 0.07874971027320524, 0.05382629078672944], ""nfev"": 18842, ""method"": ""DOP853""}","[0.018466842190791897, 0.00029864535969616337, 0.00016504463681934532, 0.00021416372990191865, 0.00037112813155025585, 0.0001786516590195609]","[0.4616710547697974, 0.05972907193923267, 0.05501487893978177, 0.10708186495095932, 0.18556406577512793, 0.08932582950978045]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__12__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004807553143745911, 0.0015567839381040373], ""gap_nrmse_training_sd"": [0.0, 0.05617648724430431, 0.04684486184324537], ""nfev"": 19058, ""method"": ""DOP853""}","[0.014626305195876436, 8.291726957037421e-05, 3.459163999717278e-05, 4.218319300576402e-05, 7.242997550915287e-05, 4.4712154292039867e-05]","[0.36565762989691086, 0.03316690782814968, 0.02306109333144852, 0.042183193005764015, 0.07242997550915287, 0.04471215429203987]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__12,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0044079476859343655, 0.0014201827682894816], ""gap_nrmse_training_sd"": [0.0, 0.05150707845519762, 0.04273442444023503], ""nfev"": 18758, ""method"": ""DOP853""}","[0.014529586842178732, 0.00030812326611262043, 0.00012686005890377014, 0.00014351438464109184, 0.00026516910575608704, 0.00016423070082546428]","[0.3632396710544683, 0.061624653222524084, 0.04228668630125671, 0.07175719232054592, 0.13258455287804352, 0.08211535041273213]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__16__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004610284116992755, 0.0013660558056964936], ""gap_nrmse_training_sd"": [0.0, 0.05387138927996641, 0.04110570126124911], ""nfev"": 18926, ""method"": ""DOP853""}","[0.017452847893327475, 8.251259040688092e-05, 4.9105684009784616e-05, 5.645279639316667e-05, 0.00010005818577831532, 4.437456080686229e-05]","[0.43632119733318686, 0.03300503616275237, 0.03273712267318974, 0.05645279639316667, 0.10005818577831532, 0.04437456080686229]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__16,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004379008185378391, 0.00136369883853865], ""gap_nrmse_training_sd"": [0.0, 0.05116891901416177, 0.04103477825248996], ""nfev"": 18134, ""method"": ""DOP853""}","[0.017203232298935837, 0.00029858088783835736, 0.00017498884692686262, 0.00019194122977012613, 0.0003557171484419257, 0.0001590554613085235]","[0.4300808074733959, 0.059716177567671475, 0.05832961564228754, 0.09597061488506306, 0.17785857422096285, 0.07952773065426176]"
v3_assessment__S4_synthetic__synthetic__process__q_low__3__O2__20__oracle,synthetic__process__q_low__3,O2,oracle,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0030645101284864852, 0.0010104087427252352], ""gap_nrmse_training_sd"": [0.0, 0.03580894667111787, 0.0304039994244903], ""nfev"": 19010, ""method"": ""DOP853""}","[0.015727491186396422, 6.323653264825699e-05, 3.469635992412649e-05, 3.9556475947002064e-05, 7.648338976723328e-05, 3.72838125427143e-05]","[0.39318727965991057, 0.025294613059302796, 0.023130906616084326, 0.03955647594700206, 0.07648338976723328, 0.0372838125427143]"
v3_selected__S4_synthetic__synthetic__process__q_low__3__0__O2__20,synthetic__process__q_low__3,O2,selected,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00308958301934847, 0.0009947613653242017], ""gap_nrmse_training_sd"": [0.0, 0.03610192459389308, 0.029933157444033312], ""nfev"": 18890, ""method"": ""DOP853""}","[0.01575065334541587, 0.0002331762004652569, 0.00012656663955337515, 0.0001368159274677102, 0.0002799127884011089, 0.00014188048277384522]","[0.3937663336353967, 0.04663524009305138, 0.04218887985112505, 0.0684079637338551, 0.13995639420055445, 0.0709402413869226]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__0__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006466799254724018, 0.001085378121802339], ""gap_nrmse_training_sd"": [0.0, 0.06845035247096004, 0.030767512136134247], ""nfev"": 19910, ""method"": ""DOP853""}","[0.018573974829713936, 0.000399956733888762, 0.00042031158802360337, 0.00036249571860911677, 0.00037998872059717806, 0.00022074418044086037]","[0.4643493707428484, 0.07999134677775241, 0.14010386267453445, 0.1812478593045584, 0.18999436029858902, 0.11037209022043018]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__0,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006466799254724018, 0.001085378121802339], ""gap_nrmse_training_sd"": [0.0, 0.06845035247096004, 0.030767512136134247], ""nfev"": 19910, ""method"": ""DOP853""}","[0.018573974829713936, 0.000399956733888762, 0.00042031158802360337, 0.00036249571860911677, 0.00037998872059717806, 0.00022074418044086037]","[0.4643493707428484, 0.07999134677775241, 0.14010386267453445, 0.1812478593045584, 0.18999436029858902, 0.11037209022043018]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__4__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011593040371254248, 0.0030016791095157985], ""gap_nrmse_training_sd"": [0.0, 0.12271104581493442, 0.08508942328545188], ""nfev"": 19478, ""method"": ""DOP853""}","[0.019852563096827976, 0.00043412404331183435, 0.0008221351281944477, 0.00012017984784863917, 0.0001331115690574586, 0.0001118530578301721]","[0.4963140774206994, 0.08682480866236687, 0.27404504273148256, 0.06008992392431958, 0.06655578452872929, 0.05592652891508605]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__4,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011593040371254248, 0.0030016791095157985], ""gap_nrmse_training_sd"": [0.0, 0.12271104581493442, 0.08508942328545188], ""nfev"": 19478, ""method"": ""DOP853""}","[0.019852563096827976, 0.00043412404331183435, 0.0008221351281944477, 0.00012017984784863917, 0.0001331115690574586, 0.0001118530578301721]","[0.4963140774206994, 0.08682480866236687, 0.27404504273148256, 0.06008992392431958, 0.06655578452872929, 0.05592652891508605]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__8__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006103680452875587, 0.00246386897843898], ""gap_nrmse_training_sd"": [0.0, 0.0646067802497873, 0.06984397158299405], ""nfev"": 17690, ""method"": ""DOP853""}","[0.016369362289474106, 0.000512453140627405, 0.0005416258564111078, 0.0002006579693939234, 0.00026971186402831093, 0.0002272725675864954]","[0.40923405723685263, 0.10249062812548099, 0.18054195213703594, 0.10032898469696169, 0.13485593201415547, 0.1136362837932477]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__8,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006103680452875587, 0.00246386897843898], ""gap_nrmse_training_sd"": [0.0, 0.0646067802497873, 0.06984397158299405], ""nfev"": 17690, ""method"": ""DOP853""}","[0.016369362289474106, 0.000512453140627405, 0.0005416258564111078, 0.0002006579693939234, 0.00026971186402831093, 0.0002272725675864954]","[0.40923405723685263, 0.10249062812548099, 0.18054195213703594, 0.10032898469696169, 0.13485593201415547, 0.1136362837932477]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__12__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00454479600418183, 0.0021792433080079624], ""gap_nrmse_training_sd"": [0.0, 0.048106161354491195, 0.06177560942115153], ""nfev"": 19250, ""method"": ""DOP853""}","[0.01944511138327312, 0.0005042985162612034, 0.000753644551180916, 0.0003113870750899042, 0.0002300739810515641, 0.00039318035729545627]","[0.486127784581828, 0.10085970325224068, 0.25121485039363867, 0.15569353754495208, 0.11503699052578203, 0.19659017864772813]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__12,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00454479600418183, 0.0021792433080079624], ""gap_nrmse_training_sd"": [0.0, 0.048106161354491195, 0.06177560942115153], ""nfev"": 19250, ""method"": ""DOP853""}","[0.01944511138327312, 0.0005042985162612034, 0.000753644551180916, 0.0003113870750899042, 0.0002300739810515641, 0.00039318035729545627]","[0.486127784581828, 0.10085970325224068, 0.25121485039363867, 0.15569353754495208, 0.11503699052578203, 0.19659017864772813]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__16__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.012418425123908953, 0.0057425407693360376], ""gap_nrmse_training_sd"": [0.0, 0.13144765182633933, 0.16278538259035275], ""nfev"": 19694, ""method"": ""DOP853""}","[0.017646959910294576, 0.0013150146546242582, 0.0023206595849507333, 0.0003664785446943444, 0.0006015990765232617, 0.00022646684176603083]","[0.4411739977573644, 0.26300293092485166, 0.7735531949835778, 0.18323927234717222, 0.3007995382616308, 0.11323342088301541]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__16,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.012418425123908953, 0.0057425407693360376], ""gap_nrmse_training_sd"": [0.0, 0.13144765182633933, 0.16278538259035275], ""nfev"": 19694, ""method"": ""DOP853""}","[0.017646959910294576, 0.0013150146546242582, 0.0023206595849507333, 0.0003664785446943444, 0.0006015990765232617, 0.00022646684176603083]","[0.4411739977573644, 0.26300293092485166, 0.7735531949835778, 0.18323927234717222, 0.3007995382616308, 0.11323342088301541]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O0__20__oracle,synthetic__process__matched__0,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011257252446451076, 0.002716391993970655], ""gap_nrmse_training_sd"": [0.0, 0.11915676789429556, 0.07700231095703844], ""nfev"": 19970, ""method"": ""DOP853""}","[0.014935075579600233, 0.0012073491579294264, 0.001714554327035492, 0.0002425988238533673, 0.00014155905911009798, 0.0002097467738532755]","[0.3733768894900058, 0.24146983158588528, 0.5715181090118306, 0.12129941192668364, 0.07077952955504899, 0.10487338692663775]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O0__20,synthetic__process__matched__0,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011257252446451076, 0.002716391993970655], ""gap_nrmse_training_sd"": [0.0, 0.11915676789429556, 0.07700231095703844], ""nfev"": 19970, ""method"": ""DOP853""}","[0.014935075579600233, 0.0012073491579294264, 0.001714554327035492, 0.0002425988238533673, 0.00014155905911009798, 0.0002097467738532755]","[0.3733768894900058, 0.24146983158588528, 0.5715181090118306, 0.12129941192668364, 0.07077952955504899, 0.10487338692663775]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__0__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006998496749925984, 0.0024179183703779343], ""gap_nrmse_training_sd"": [0.0, 0.07407831145359191, 0.06854139705824382], ""nfev"": 18734, ""method"": ""DOP853""}","[0.01991181174079048, 0.0003808835446273082, 0.00015236525451404489, 0.00014307634034532, 0.00033571718047814504, 0.00013253750663271008]","[0.497795293519762, 0.07617670892546163, 0.05078841817134829, 0.07153817017266, 0.1678585902390725, 0.06626875331635504]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__0,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007488456332277705, 0.0024804893626057824], ""gap_nrmse_training_sd"": [0.0, 0.0792644792604865, 0.07031511418416436], ""nfev"": 19082, ""method"": ""DOP853""}","[0.019259885224449796, 0.0011813468035667928, 0.0004628692197464343, 0.00039596526096421684, 0.001072184940483313, 0.00046466100175580465]","[0.4814971306112449, 0.11813468035667928, 0.07714486995773905, 0.0989913152410542, 0.26804623512082826, 0.11616525043895116]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__4__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0060748805161725036, 0.002527258610647349], ""gap_nrmse_training_sd"": [0.0, 0.06430193611580134, 0.07164089492159738], ""nfev"": 18686, ""method"": ""DOP853""}","[0.020316282831320063, 0.0002777975067504283, 0.00011859254371849601, 0.0001566961773811986, 0.0002686104629470388, 0.0001681930066994968]","[0.5079070707830016, 0.05555950135008565, 0.03953084790616534, 0.0783480886905993, 0.1343052314735194, 0.0840965033497484]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__4,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007666404879418286, 0.0034212255863794883], ""gap_nrmse_training_sd"": [0.0, 0.08114804488448049, 0.096982422655239], ""nfev"": 18578, ""method"": ""DOP853""}","[0.02012859710334138, 0.0008631779822029656, 0.0003634967470827386, 0.00039578442844402406, 0.00083082956248076, 0.0005396963741289646]","[0.5032149275835345, 0.08631779822029656, 0.06058279118045643, 0.09894610711100602, 0.20770739062019, 0.13492409353224113]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__8__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00621952032351188, 0.002506971303879603], ""gap_nrmse_training_sd"": [0.0, 0.06583293242537126, 0.0710658050569246], ""nfev"": 17426, ""method"": ""DOP853""}","[0.017879533782076188, 0.00026202022871944016, 0.00012567295032349452, 0.00021742237282000248, 0.000323510342758361, 0.0001956534241466111]","[0.44698834455190467, 0.05240404574388803, 0.04189098344116484, 0.10871118641000124, 0.1617551713791805, 0.09782671207330555]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__8,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008082364965467886, 0.0032890595394091614], ""gap_nrmse_training_sd"": [0.0, 0.08555093623496529, 0.09323587537142985], ""nfev"": 17786, ""method"": ""DOP853""}","[0.017436990312104494, 0.0008068857330541395, 0.00036934320564872163, 0.0004731619707800192, 0.0009387775212320582, 0.000537938895352284]","[0.43592475780261236, 0.08068857330541396, 0.0615572009414536, 0.1182904926950048, 0.23469438030801454, 0.134484723838071]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__12__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00668570294734467, 0.001575994040761356], ""gap_nrmse_training_sd"": [0.0, 0.07076742376494406, 0.04467513652760987], ""nfev"": 18818, ""method"": ""DOP853""}","[0.02128249669412494, 0.00033642012820339244, 0.00018743518288815241, 0.00025633507463872034, 0.0004154853310806294, 0.000179406921817514]","[0.5320624173531234, 0.06728402564067848, 0.0624783942960508, 0.12816753731936018, 0.20774266554031467, 0.08970346090875699]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__12,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010424119458777777, 0.0020379906352368093], ""gap_nrmse_training_sd"": [0.0, 0.11033814767506392, 0.05777148105662263], ""nfev"": 18386, ""method"": ""DOP853""}","[0.02132864051191402, 0.00093854895328755, 0.0005375117494394533, 0.0005972959403684858, 0.0011974385911618143, 0.0005134602447831986]","[0.5332160127978505, 0.093854895328755, 0.08958529157324222, 0.14932398509212147, 0.29935964779045354, 0.12836506119579963]"
